ID_dataset;etat_civil;nom;prenoms;sexe_genre;spla_pro;ile_en_ile;date_naissance;annee_naissance;lieu_naissance;pays_naissance;date_deces;annee_deces;lieu_deces;pays_deces;pays_nationalite-1;pays_nationalite-2;nationalite;profession_1;profession_2;profession_3;langue_1;langue_2;ORCID;Wiki;ISNI;VIAF;website;wikipage_en;len_wiki_en;wikipage_fr;len_wiki_fr;wikipage_ht;len_wiki_ht
63_WIKI;Kern Delince;Delince;Kern;m;;;27/11/1923;1923;Jacmel;Haïti;30/12/2016;2016;New York City;États-Unis;Haïti;États-Unis;américano-haïtienne;écrivain;;;Français;;;Q16946741;0000 0000 6642 3285;91894167;#N/A;https://en.wikipedia.org/wiki/Kern_Delince;9642;#N/A;#N/A;https://ht.wikipedia.org/wiki/Kern_Delince;795
64_AU;Depestre René;Depestre;René;m;rene-depestre.5711;depestre;29/08/1926;1926;Jacmel;Haïti;;;;;Haïti;;haïtienne;poète;écrivain;essayiste;Français;;;Q59581;0000 0001 2283 0978;94345085;#N/A;https://en.wikipedia.org/wiki/Ren%C3%A9_Depestre;15223;https://fr.wikipedia.org/wiki/Ren%C3%A9_Depestre;18853;https://ht.wikipedia.org/wiki/Ren%C3%A9_Depestre;3657
65_AU;Desinor Nirvah;Desinor;Nirvah;f;nirvah-desinor.39854;;;;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
66_AU;Désir Sophia;Désir;Sophia;f;sophia-desir.39601;;01/01/1969;1969;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18627792;0000 0001 3933 038X;107388714;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Sophia_D%C3%A9sir;3665
67_AU;Desquiron Lilas;Desquiron;Lilas;f;;desquiron;01/01/1945;1945;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;romancier;universitaire;;Français;;;Q12893500;0000 0000 5434 0239;59122885;#N/A;https://en.wikipedia.org/wiki/Lilas_Desquiron;1665;#N/A;#N/A;https://ht.wikipedia.org/wiki/Lilas_Desquiron;804
68_AU;Desrivières Jean-Durosier;Desrivières;Jean-Durosier;m;jean-durosier-desrivieres.24258;desrivieres;;1972;;;;;;;Haïti;;haïtienne;poète;dramaturge;;Français;;;Q55217155;0000 0000 4405 6808;49514140;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
69_AU;Desroches Jenner;Desroches;Jenner;m;jenner-desroches.49447;;01/01/1939;1939;Cap-Haïtien;Haïti;;;;;Haïti;Canada;canado-haïtienne;universitaire;écrivain;;Français;;;Q12891968;0000 0000 7378 373X;29183556;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jenner_Desroches;805
70_AU;Desrosiers Joël;Desrosiers;Joël;m;joel-des-rosiers.15170;desrosiers;26/10/1951;1951;Les Cayes;Haïti;;;;;Haïti;Canada;canado-haïtienne;poète;écrivain;;Français;;;Q3187394;0000 0001 1035 5006;2622758;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Jo%C3%ABl_Des_Rosiers;14932;https://ht.wikipedia.org/wiki/Jo%C3%ABl_Des_Rosiers;2823
71_AU;Desvignes Luckner;Desvignes;Luckner;m;luckner-desvignes.6659;;;;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
72_AU;Dieurat Clervoyant;Dieurat;Clervoyant;m;clervoyant-dieurat.46356;;;1965;;;;;;;Haïti;France;franco-haïtienne;universitaire;écrivain;;Français;;;;0000 0000 9707 1307 ;143494271;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
73_AU;Dominique Jan J.;Dominique;Jan J.;f;jan-j-dominique.14090;dominique;25/01/1953;1953;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;journaliste;;Français;;;Q16946539;0000 0000 7362 5678;50649908;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Jan_J._Dominique;7197;https://ht.wikipedia.org/wiki/Jan_J._Dominique;791
74_AU;Dorsinville Max;Dorsinville;Max;m;max-dorsinville.32109;dorsinville_max;01/01/1943;1943;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18412231;0000 0001 0939 2889;118880958;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Max_Dorsinville;1415
75_AU;Dorvil Richardson;Dorvil;Richardson;m;richardson-dorvil.45358;;;;;;;;;;Haïti;;haïtienne;photographe;écrivain;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
76_AU;Dovilas Anderson;Dovilas;Anderson;m;anderson-dovilas.22813;dovilas;;1985;;;;;;;Haïti;;haïtienne;dramaturge;poète;;Français;;;Q55217151;0000 0003 7660 732X;253344847;http://www.dovanderson.over-blog.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
77_AU;Duckens Charitable;Duckens;Charitable;m;duckens-charitable-duccha.22294;duccha;02/09/1982;1982;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946096;0000 0000 0509 2013;32325098;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Duccha;897
78_AU;Edouard Willems;Edouard;Willems;m;willems-edouard.49119;edouard;23/04/1965;1965;Pétion-Ville;Haïti;;;;;Haïti;France;franco-haïtienne;poète;avocat;;Français;;;Q55217158;0000 0000 3579 8260 ;270555161;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
79_AU;Elbadawi Soeuf;Elbadawi;Soeuf;m;;soeuf-elbadawi;29/05/1970;1970;Moroni;Comoros;;;;;Comoros;;comorienne;écrivain;acteur;réalisateur;Français;;;Q3488805;0000 0001 2098 2193;212561;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Soeuf_Elbadawi;12493;https://ht.wikipedia.org/wiki/Soeuf_Elbadawi;1029
80_AU;Estepha Jean James;Estepha;Jean James;m;jean-james-estepha.45855;;;;;;;;;;Haïti;;haïtienne;enseignant;journaliste;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
81_AU;Étienne Gérard;Étienne;Gérard;m;gerard-etienne.14094;etienne;;1936;;;;;;;Haïti;;haïtienne;journaliste;poète;universitaire;Français;;;Q289255;;;#N/A;https://en.wikipedia.org/wiki/%C3%89tienne_Maurice_G%C3%A9rard;11562;https://fr.wikipedia.org/wiki/%C3%89tienne_Maurice_G%C3%A9rard;36997;#N/A;#N/A
82_AU;Eugène Emmanuel;Eugène;Emmanuel;m;emmanuel-eugene.9072;ejen;02/07/1946;1946;Guantánamo;Cuba;;;;;Cuba;;cubaine;écrivain;;;Créole;;;Q16946145;0000 0000 8009 0552;102436018;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Emmanuel_Eug%C3%A8ne;2914;https://ht.wikipedia.org/wiki/Emmanuel_Eug%C3%A8ne;1111
83_AU;Exavier Marc;Exavier;Marc;m;marc-exavier.32110;exavier;01/01/1950;1950;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q18341492;0000 0000 3499 3849;14946444;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Marc_Exavier;804
84_AU;Fanini-Lemoin Hervé;Fanini-Lemoin;Hervé;m;herve-fanini-lemoin.39597;;;;;;;;;;Haïti;;haïtienne;éditeur;auteur;;Français;;;;;;http://kiskeyapublishingsco.com/index.html;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
85_WIKI;Farah-Martine Lhérisson;Farah-Martine;Lhérisson;f;;lherisson_farah-martine;30/11/1970;1970;Port-au-Prince;Haïti;15/06/2020;2020;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946185;0000 0000 3475 8339;7561501;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Farah-Martine_Lh%C3%A9risson;1897
86_AU;Felin Guetty;Felin;Guetty;f;guetty-felin.17710;;;;Port-au-Prince;Haïti;;;;;Haïti;États-Unis;américano-haïtienne;réalisateur;producteur;scénariste;Français;;;;;173890375;http://bellemoonproductions.com/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
87_AU;Fenelon Fortestson;Fenelon;Fortestson;m;fortestson-fenelon-lokandya.22420;;02/02/1982;1982;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;poète;journaliste;Français;;;;;101027892;http://paroleenarchipel.over-blog.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
88_AU;Fièvre Jessica;Fièvre;Jessica;f;jessica-fievre.14101;fievre;29/04/1981;1981;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;écrivain;romancier;;Français;;;Q12891979;0000 0003 7487 0220;223773416;#N/A;https://en.wikipedia.org/wiki/Jessica_Fi%C3%A8vre;3194;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jessica_Fi%C3%A8vre;1071
89_AU;Fignolé Jean-Claude;Fignolé;Jean-Claude;m;jean-claude-fignole.4218;fignole;24/05/1941;1941;Jérémie;Haïti;11/07/2017;2017;Port-au-Prince;Haïti;Haïti;;haïtienne;écrivain;politicien;;Français;;;Q3164963;0000 0000 8132 4410;54164605;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;1208;https://fr.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;4301;https://ht.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;2785
90_AU;Fleurant Elie;Fleurant;Elie;m;elie-fleurant.49633;;;;Cap-Haïtien;Haïti;;;;;Haïti;États-Unis;américano-haïtienne;poète;écrivain;;Français;;;;0000 0000 3887 6711;56161776;http://www.elifleurant.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
91_AU;Florival Jean;Florival;Jean;m;jean-florival.14368;;01/01/1930;1930;;;;;;;Haïti;;haïtienne;journaliste;;;Français;;;Q16946574;0000 0003 8247 1035;265511168;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Jean_Florival;789
92_AU;Florvil Haveson;Florvil;Haveson;m;haveson-florvil.29254;;31/05/1989;1989;Ouanaminthe;Haïti;;;;;Haïti;;haïtienne;entrepreneur;formateur;;Français;;;Q96952677;;;http://www.florvilhaveson.fr.gd;#N/A;#N/A;https://fr.wikipedia.org/wiki/Haveson_Florvil;10251;#N/A;#N/A
93_AU;Fouad André;Fouad;André;m;andre-fouad.39579;;;1972;;;;;;;Haïti;;haïtienne;poète;;;Créole;Français;;;;88476157;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
94_AU;Foucard Guignard Mercedes;Foucard Guignard;Mercedes;f;;deita;21/09/1935;1935;Port-de-Paix;Haïti;29/12/2012;2012;Pétion-Ville;Haïti;Haïti;;haïtienne;écrivain;;;Français;;;Q12889446;0000 0000 3357 4423;45914128;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/D%C3%A9ita;3185
95_AU;François Yanick;François;Yanick;f;yanick-francois.39630;;;;Port-au-prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;écrivain;poète;médecin;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
96_AU;Frankétienne Jean-Pierre Basilic Dantor;Frankétienne;Jean-Pierre Basilic Dantor;m;franketienne.4348;franketienne;12/04/1936;1936;Ravine-Sèche;Haïti;;;;;Haïti;;haïtienne;poète;dramaturge;peintre;Français;;;Q162778;"0000 0001 2099 3255; 0000 0003 6863 4926";15916887;http://www.franketienne.com;https://en.wikipedia.org/wiki/Frank%C3%A9tienne;4446;https://fr.wikipedia.org/wiki/Frank%C3%A9tienne;14012;https://ht.wikipedia.org/wiki/Frank%C3%A9tienne;3218
97_AU;Franz Émilie;Franz;Émilie;f;;franz;;1941;;;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946141;;;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Emilie_Franz;741
98_AU;Frisch Peter;Frisch;Peter J.;m;peter-frisch.49122;;07/04/1973;1973;;;;;;;Haïti;;haïtienne;éditeur;auteur;;Français;;;;0000 0004 6504 6421 ;3,22E+19;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
99_AU;Gabriel Winnie Hugot ;Gabriel;Winnie Hugot ;f;winnie-hugot-gabriel-duvil.44753;;;;;;;;;;Haïti;;haïtienne;journaliste;avocat;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
100_AU;Gaillard-Vanté Geneviève;Gaillard-Vanté;Geneviève;f;genevieve-gaillard-vante.14110;gaillard-vante;;;Port-au-Prince;Haïti;;;;;Haïti;États-Unis;américano-haïtienne;écrivain;;;Français;;;Q12890976;0000 0000 4708 8952;61320682;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Genevi%C3%A8ve_Gaillard-Vant%C3%A9;890
101_AU;Garoute Jean-Claude;Garoute;Jean-Claude;m;jean-claude-garoute-tiga.5773;;09/12/1935;1935;Jérémie;Haïti;01/12/2006;2006;Miami;États-Unis;Haïti;États-Unis;américano-haïtienne;peintre;artiste;;Français;;;Q782156;0000 0001 1479 2086;103491485;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Garoute;4029;https://fr.wikipedia.org/wiki/Jean-Claude_Garoute;16933;https://ht.wikipedia.org/wiki/Jean-Claude_Garoute_(Tiga);1282
102_AU;Gesner Jean-Gilles;Gesner;Jean-Gilles;m;gesner-jean-gilles.40585;;;;;;;;;;Haïti;;haïtienne;journaliste;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
103_AU;Gousse Edgard;Gousse;Edgard;m;edgard-gousse.40411;;;1950;Jacmel;Haïti;;;;;Haïti;Canada;canado-haïtienne;universitaire;écrivain;;Français;;;Q55725389;0000 0000 7829 939X;72683298;http://edgardgousseecrivain.unblog.fr/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
104_AU;Guérin Mona;Guérin;Mona;f;mona-guerin.14114;guerin;09/10/1934;1934;Port-au-Prince;Haïti;30/12/2011;2011;;;Haïti;;haïtienne;journaliste;poète;;Français;;;Q12894528;0000 0000 2426 5127;14789597;#N/A;https://en.wikipedia.org/wiki/Mona_Gu%C3%A9rin;2977;#N/A;#N/A;https://ht.wikipedia.org/wiki/Mona_Gu%C3%A9rin;2810
105_AU;Heurtelou Maude;Heurtelou;Maude;f;maude-heurtelou.49688;;;1953;;;;;;;Haïti;Canada;canado-haïtienne;romancier;médecin;;Français;;;Q20559271;0000 0000 7608 3149;104591151;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Maude_Heurtelou;8981
106_AU;Hilaire Johnie;Hilaire;Johnie;m;johnie-hilaire.46291;;;;;;;;;;Haïti;;haïtienne;poète;;;Créole;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
107_AU;Hill Lawrence;Hill;Lawrence;m;lawrence-hill.31014;;24/01/1957;1957;Newmarket;Canada;;;;;Canada;;canadienne;écrivain;romancier;;Anglais;;;Q3828146;0000 0000 7367 3418;100308975;http://www.lawrencehill.com/;#N/A;#N/A;https://fr.wikipedia.org/wiki/Lawrence_Hill_(basket-ball);3222;#N/A;#N/A
108_AU;Hurbon Laënnec;Hurbon;Laënnec;m;laennec-hurbon.5247;;21/06/1940;1940;Jacmel;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;Q16946779;0000 0000 7359 180X;24602927;#N/A;https://en.wikipedia.org/wiki/La%C3%ABnnec_Hurbon;4622;#N/A;#N/A;https://ht.wikipedia.org/wiki/La%C3%ABnnec_Hurbon;1788
109_AU;Hyppolite Joanne;Hyppolite;Joanne;f;joanne-hyppolite.42230;;;;;;;;;;Haïti;États-Unis;américano-haïtienne;romancier;;;Français;Anglais;;Q16946660;0000 0000 6771 4500 ;92297887;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Joanne_Hyppolite;755
110_AU;Jacquet Jean Emmanuel;Jacquet;Jean Emmanuel;m;jean-emmanuel-jacquet.30929;jacquet;26/12/1981;1981;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;entrepreneur;écrivain;poète;Français;;;Q96198910;;;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Jean_Emmanuel_Jacquet;5144;#N/A;#N/A
111_AU;Jean Yanick;Jean;Yanick;f;yanick-jean.14123;jean;01/01/1946;1946;Port-au-Prince;Haïti;01/01/2000;2000;;;Haïti;;haïtienne;écrivain;;;Français;;;Q3571564;0000 0000 7554 7028;106470707;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Yanick_Jean;5964;#N/A;#N/A
112_AU;Jean Maguy D.;Jean;Maguy D.;f;maguy-d-jean.40383;;;;Jacmel;Haïti;;;;;Haïti;;haïtienne;écrivain;;;Français;;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
113_AU;Jeanty Constant;Jeanty;Constant;m;constant-jeanty.42531;;;1936;Port-au-Prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;artiste;écrivain;;Français;;;;;317017661;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
114_AU;Juste-Constant Voegeli;Juste-Constant;Voegeli;m;voegeli-juste-constant.44231;;;1946;Port-au-Prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;enseignant;traducteur;;Français;Créole;;;;38528560;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
115_AU;Kauss Saint-John;Kauss;Saint-John;m;saint-john-kauss.32111;kauss;21/09/1958;1958;Hinche;Haïti;;;;;Haïti;Canada;canado-haïtienne;universitaire;écrivain;;Français;Créole;;Q55217152;0000 0000 7829 6906;86008627;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
116_AU;Kénol Henry;Kénol;Henry;m;henry-kenol.38446;;;;;;;;;;Haïti;;haïtienne;journaliste;auteur;;Français;;;;0000 0001 0833 6543;160819922;http://www.actes-sud.fr/node/44344;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
117_AU;Kerns Fleurimond Wiener;Kerns Fleurimond;Wiener;m;wiener-kerns-fleurimond.12584;;01/01/1958;1958;Hinche;Haïti;;;;;Haïti;France;franco-haïtienne;journaliste;écrivain;;Français;;;Q12898302;0000 0001 0800 0839;49452017;http://www.Haïti-tribune.com;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Wiener_Kerns_Fleurimond;5658
118_AU;Klang Gary;Klang;Gary;m;gary-klang.7412;klang;28/12/1941;1941;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;enseignant;dramaturge;poète;Français;;;Q3098578;0000 0000 7362 8019;56734287;#N/A;https://en.wikipedia.org/wiki/Gary_Klang;7800;https://fr.wikipedia.org/wiki/Gary_Klang;10270;https://ht.wikipedia.org/wiki/Gary_Klang;6712
119_AU;Labuchin Rassoul;Labuchin;Rassoul;m;rassoul-labuchin.6422;labuchin;01/01/1974;1974;;;;;;;Haïti;;haïtienne;acteur ;poète;romancier;Français;;;Q12896004;;;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Rassoul_Labuchin;1293
120_AU;Laferrière Dany;Laferrière;Dany;m;dany-laferriere.3366;laferriere;13/04/1953;1953;Port-au-Prince;Haïti;;;;;Haïti;Canada;canado-haïtienne;écrivain;scénariste;réalisateur;Français;;;Q1165217;0000 0001 2142 4759;87061403;#N/A;https://en.wikipedia.org/wiki/Dany_Laferri%C3%A8re;9653;https://fr.wikipedia.org/wiki/Dany_Laferri%C3%A8re;42313;https://ht.wikipedia.org/wiki/Dany_Laferri%C3%A8re;5774
121_AU;Lafortune Fred Edson;Lafortune;Fred Edson;m;fred-edson-lafortune.32114;lafortune;31/07/1982;1982;Anse-à-Veau;Haïti;;;;;Haïti;;haïtienne;poète;;;Français;;;Q3086821;;;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Fred_Edson_Lafortune;7082;https://ht.wikipedia.org/wiki/Fred_Edson_Lafortune;3745
122_AU;Laguerre Alex;Laguerre;Alex;m;alex-laguerre.40412;;01/01/1967;1967;;;;;;;Haïti;;haïtienne;écrivain;;;Créole;;;Q12887205;0000 0000 5039 5160;4482572;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Alex_Laguerre;2306
123_AU;Lahens Yanick;Lahens;Yanick;f;yanick-lahens.4107;lahens;22/12/1953;1953;Port-au-Prince;Haïti;;;;;Haïti;;haïtienne;journaliste;écrivain;essayiste;Français;;;Q2599418;0000 0001 0889 1002;37986271;#N/A;https://en.wikipedia.org/wiki/Yanick_Lahens;5379;https://fr.wikipedia.org/wiki/Yanick_Lahens;11442;https://ht.wikipedia.org/wiki/Yanick_Lahens;3834
124_AU;Laraque Paul;Laraque;Paul;m;paul-laraque.14131;laraque;21/09/1920;1920;Jérémie;Haïti;08/03/2007;2007;New York City;États-Unis;Haïti;États-Unis;américano-haïtienne;poète;;;Français;;;Q3371635;0000 0001 1025 175X;39379555;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Paul_Laraque;2267;https://ht.wikipedia.org/wiki/Paul_Laraque;808
125_AU;Large Josaphat-Robert;Large;Josaphat-Robert;m;josaphat-robert-large.14132;large;15/11/1942;1942;Jérémie;Haïti;28/10/2017;2017;New York City;États-Unis;Haïti;États-Unis;américano-haïtienne;poète;romancier;écrivain;Français;;;Q531431;0000 0000 7829 7669;103807753;http://www.josaphat-robert-large.com;https://en.wikipedia.org/wiki/Josaphat-Robert_Large;10673;https://fr.wikipedia.org/wiki/Josaphat-Robert_Large;10083;https://ht.wikipedia.org/wiki/Josaphat-Robert_Large;7217
126_AU;Laroche Maximilien;Laroche;Maximilien;m;maximilien-laroche.14026;laroche_maximilien;05/04/1937;1937;Cap-Haïtien;Haïti;27/07/2017;2017;Quebec City;Canada;Haïti;Canada;canado-haïtienne;universitaire;écrivain;;Français;;;Q18926023;0000 0001 0857 9289;61548154;#N/A;#N/A;#N/A;https://fr.wikipedia.org/wiki/Maximilien_Laroche;31447;https://ht.wikipedia.org/wiki/Maximilien_Laroche;11529
127_AU;Laroche Marc Léo;Laroche;Marc Léo;m;marc-leo-laroche.14133;laroche;01/01/1940;1940;;;;;;;Haïti;;haïtienne;universitaire;écrivain;;Français;;;Q18341665;0000 0000 7884 9523;86008488;#N/A;#N/A;#N/A;#N/A;#N/A;https://ht.wikipedia.org/wiki/Marc_Laroche;1907
